evaluation_id,run_id,arm_id,mode_id,schema_id,schema_seed,seed_bundle_id,replicate_index,episode_index,total_reward,step_count,terminated,truncated,success,final_state
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,0,12.738888888888887,8,True,False,True,"beat0:pitches(64, 69, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,1,12.738888888888887,8,True,False,True,"beat0:pitches(64, 69, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,2,12.666666666666668,8,True,False,True,"beat0:pitches(60, 67, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,3,12.866666666666667,8,True,False,True,"beat0:pitches(60, 67, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,4,12.180555555555557,8,True,False,True,"beat0:pitches(62, 66, 70)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,5,12.516666666666666,8,True,False,True,"beat0:pitches(60, 68, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,6,12.511111111111113,8,True,False,True,"beat0:pitches(60, 64, 69)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,7,12.930555555555554,8,True,False,True,"beat0:pitches(60, 65, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,8,12.55,8,True,False,True,"beat0:pitches(60, 65, 68)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,9,13.088888888888889,8,True,False,True,"beat0:pitches(60, 67, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,10,12.883333333333333,8,True,False,True,"beat0:pitches(62, 67, 71)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,11,12.727777777777778,8,True,False,True,"beat0:pitches(65, 68, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,12,12.98611111111111,8,True,False,True,"beat0:pitches(62, 66, 70)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,13,12.50277777777778,8,True,False,True,"beat0:pitches(60, 68, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,14,12.61111111111111,8,True,False,True,"beat0:pitches(60, 65, 72)"
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep1,direct_tabular_q,direct_env_tabular,,,seed-f2dc11649bc773f7,1,15,12.55,8,True,False,True,"beat0:pitches(60, 65, 68)"
