evaluation_id,run_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,seed_bundle_id,replicate_index,episode_index,controller_event_index,active_tier_before,selected_tier,tier_index,executable,visit_count,td_error_ema,success_count,failure_count,success_rate,reward_residual_ema,has_reward_residual,productive_learning_pressure,unclosed,selected,active
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,0,0,0,0,True,0,0.0,0,0,0.0,0.0,False,1.0,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,1,0,0,0,True,1,0.0,1,0,1.0,0.0,False,0.8,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,2,0,0,0,True,2,0.0,2,0,1.0,0.0,False,0.6,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,3,0,0,0,True,3,0.0,3,0,1.0,0.0,False,0.4,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,4,0,0,0,True,4,0.0,4,0,1.0,0.0,False,0.2,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,5,0,0,0,True,4,0.8640151515151515,5,0,1.0,0.0,False,0.3640151515151515,True,True,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,6,0,,0,True,5,0.43200757575757576,6,0,1.0,0.0,False,0.0,False,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,7,0,,0,True,6,0.21600378787878788,7,0,1.0,0.0,False,0.0,False,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,8,0,,0,True,7,0.10800189393939394,8,0,1.0,0.0,False,0.0,False,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,seed-7fe8666539580bdb,0,0,9,0,0,0,True,7,1.082470643939394,9,0,1.0,0.0,False,0.5824706439393941,True,True,True
