evaluation_id,run_id,candidate_id,instance_id,arm_id,schema_seed,seed_bundle_id,training_replicate_index,episode_index,step_index,controller_event_index,source_state,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,0,4,"beat0:pitches(60, 65, 68)","(2, 2, 2)",1.25,"beat1:pitches(62, 67, 70)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,1,7,"beat1:pitches(62, 67, 70)","(2, 0, 2)",1.3666666666666665,"beat2:pitches(64, 67, 72)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,2,10,"beat2:pitches(64, 67, 72)","(0, 2, 0)",1.461111111111111,"beat3:pitches(64, 69, 72)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,3,11,"beat3:pitches(64, 69, 72)","(0, 0, 0)",1.6777777777777778,"beat0:pitches(64, 69, 72)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,4,12,"beat0:pitches(64, 69, 72)","(0, -2, 0)",1.4833333333333332,"beat1:pitches(64, 67, 72)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,5,14,"beat1:pitches(64, 67, 72)","(0, 1, -1)",1.5833333333333333,"beat2:pitches(64, 68, 71)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,6,16,"beat2:pitches(64, 68, 71)","(0, 1, 1)",1.461111111111111,"beat3:pitches(64, 69, 72)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,7,17,"beat3:pitches(64, 69, 72)","(1, 0, 0)",2.6305555555555555,"beat0:pitches(65, 69, 72)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,0,1,"beat0:pitches(60, 65, 68)","(2, 2, 2)",1.25,"beat1:pitches(62, 67, 70)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,1,3,"beat1:pitches(62, 67, 70)","(-2, 2, 2)",1.2833333333333334,"beat2:pitches(60, 69, 72)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,2,4,"beat2:pitches(60, 69, 72)","(2, -2, -2)",1.35,"beat3:pitches(62, 67, 70)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,3,6,"beat3:pitches(62, 67, 70)","(0, -1, 1)",1.6833333333333333,"beat0:pitches(62, 66, 71)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,4,8,"beat0:pitches(62, 66, 71)","(0, 0, 0)",1.5999999999999999,"beat1:pitches(62, 66, 71)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,5,9,"beat1:pitches(62, 66, 71)","(0, 1, -1)",1.5833333333333333,"beat2:pitches(62, 67, 70)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,6,11,"beat2:pitches(62, 67, 70)","(2, 1, 2)",1.297222222222222,"beat3:pitches(64, 68, 72)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,7,12,"beat3:pitches(64, 68, 72)","(0, -1, -1)",2.5944444444444446,"beat0:pitches(64, 67, 71)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,2,0,1,"beat0:pitches(60, 63, 67)","(0, 1, 2)",1.4027777777777777,"beat1:pitches(60, 64, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,2,1,4,"beat1:pitches(60, 64, 69)","(0, 0, -1)",1.5305555555555554,"beat2:pitches(60, 64, 68)",False,False,1,1
